"localID","teamName","firstName","lastName","primaryPosition","pitcherRole","power","contact","speed","fielding","arm","velocity","junk","accuracy","age","trait","subType","league","gender","throws","bats","secondaryPosition","jerseyNumber","rating","trait1","chemistry1","trait2","chemistry2","careerStart","careerEnd","fourSeamFastball","twoSeamFastball","screwball","changeup","forkball","curveball","slider","cutFastball","windup","pitchAngle","playerChemistry","salary"
128,"Sand Cats","Rodney","Park",6,,27,77,69,61,72,,,,21,36,6,"superMega","",1,"","","44",17.17146,"Cannon Arm","Competitive","","","","","","","","","","","","",4,3,"Disciplined","6600000.00"
129,"Moonstars","Bert","Bergerer",1,3,15,1,10,21,,85,72,55,31,5,13,"superMega","",1,1,"","31",75.0515,"Reverse Splits","Crafty","","","","",1,"","",1,"",1,"","",1,3,"Crafty","10000000.00"
130,"Moonstars","Gustav","Gustavson",7,,83,57,27,30,45,,,,38,2,7,"superMega","","","",11,"23",25.05115,"RBI Zero","Spirited","Fastball Hitter","Disciplined","","","","","","","","","","",4,3,"Crafty","6100000.00"
131,"Moonstars","Herbert","Hackman",5,,84,68,39,26,55,,,,28,12,10,"superMega","",1,1,4,"22",84.64307999999998,"Big Hack","Scholarly","","","","","","","","","","","","",4,3,"","6300000.00"
132,"Moonstars","Clyde","Oliver",7,,37,65,34,64,35,,,,35,15,6,"superMega","",1,1,11,"13",86.95910999999998,"Pinch perfect","Disciplined","","","","","","","","","","","","",4,3,"","3200000.00"
133,"Moonstars","Lil","Bupton",1,4,9,1,3,26,,54,96,64,32,7,6,"superMega","","","","","37",80.43471,"K Collector","Competitive","Elite SL","Scholarly","","",1,"","","","","",1,"",4,3,"Disciplined","8400000.00"
134,"Moonstars","Windy","Wheels",8,,47,58,94,63,46,,,,32,17,7,"superMega","","","",11,"11",17.25334,"Easy Target","Crafty","Sprinter","Competitive","","","","","","","","","","",4,3,"Disciplined","6900000.00"
135,"Moonstars","Raffy","Slaps",5,,54,40,51,52,54,,,,29,38,6,"superMega","",1,1,3,"47",20.44419,"Sign Stealer","Crafty","","","","","","","","","","","","",4,3,"Scholarly","3600000.00"
136,"Moonstars","Clubber","Buff",2,,75,45,42,29,63,,,,36,12,11,"superMega","",1,1,"","29",85.88504,"Little Hack","Scholarly","","","","","","","","","","","","",4,3,"Crafty","5200000.00"
137,"Moonstars","Taylor","McWhales",1,3,3,13,16,48,,99,51,62,31,20,6,"superMega","",1,1,"","48",8.328777,"Rally Stopper","Spirited","Durable","Competitive","","",1,1,"","","",1,"","",1,2,"Disciplined","9400000.00"
138,"Moonstars","Elija","Gobbleson",6,,41,45,29,64,72,,,,20,,,"superMega","",1,"",10,"26",87.99348,,,"","","","","","","","","","","","",4,3,"Spirited","3600000.00"
139,"Moonstars","Durn","Wonderfloss",1,1,18,11,2,89,,54,72,39,37,21,7,"superMega","","","","","45",5.772984,"Crossed Up","Scholarly","","","","",1,"","","","",1,1,1,3,2,"Disciplined","5900000.00"
140,"Moonstars","Deft","Weddums",1,2,11,14,4,58,,44,47,69,26,22,17,"superMega","",1,1,"","24",88.38246999999998,"Elite CB","Scholarly","Metal Head","Disciplined","","",1,"","","","",1,1,"",2,1,"Spirited","5400000.00"
141,"Wild Pigs","Wes","Yogurt",1,1,8,3,33,17,,74,75,85,29,22,19,"superMega","",1,1,"","36",69.99348,"Elite CH","Scholarly","","","","",1,"","",1,"","","",1,"",1,"","13200000.00"
142,"Wild Pigs","Hugs","Lovell",1,1,33,4,74,38,,52,55,70,36,22,20,"superMega",1,"","","","45",76.77298,"Elite SB","Scholarly","","","","",1,"",1,1,"",1,1,"",3,2,"Spirited","8300000.00"
143,"Sand Cats","Stracy","Wickers",2,,71,23,55,42,44,,,,36,28,6,"superMega",1,1,1,3,"11",82.78365,"Distractor","Crafty","","","","","","","","","","","","",4,3,"Disciplined","3700000.00"
144,"Wild Pigs","Durbin","Holmes",1,1,4,15,17,55,,39,85,64,21,,,"superMega","",1,1,"","47",81.34786,,,"","","","",1,"","",1,"",1,1,"",3,3,"","7900000.00"
145,"Wild Pigs","Enrique","Goyo",7,,51,46,73,49,25,,,,19,8,7,"superMega","",1,"","","10",18.38247,"Bad Jumps","Crafty","Base Rounder","Disciplined","","","","","","","","","","",4,3,"Scholarly","4400000.00"
146,"Wild Pigs","Mannon","Moon",8,,62,26,87,53,50,,,,32,0,0,"superMega","",1,"",11,"19",71.73634,"POW vs RHP","Spirited","","","","","","","","","","","","",4,3,"Scholarly","6300000.00"
147,"Wild Pigs","Spanky","Wagnerd",3,,97,58,66,16,14,,,,28,14,6,"superMega","",1,"","","26",80.99742,"First Pitch Slayer","Competitive","Butterfingers","Disciplined","","","","","","","","","","",4,3,"Crafty","8800000.00"
148,"Wild Pigs","Bloop","Michaels",6,,78,76,92,73,53,,,,25,11,6,"superMega","",1,1,4,"46",2.444191,"Bad Ball Hitter","Crafty","Rally Starter","Spirited","","","","","","","","","","",4,3,"Spirited","13800000.00"
149,"Wild Pigs","Godfried","Storm",8,,48,37,55,35,83,,,,21,9,6,"superMega","","","",12,"29",74.88504,"Utility","Scholarly","","","","","","","","","","","","",4,3,"","4300000.00"
150,"Wild Pigs","Rosy","Hardman",7,,93,30,47,36,31,,,,22,3,2,"superMega",1,"","",11,"66",87.68163,"High Pitch","Disciplined","","","","","","","","","","","","",4,3,"Crafty","5900000.00"
151,"Heaters","Theodore","Stiffner",5,,87,39,94,37,45,,,,25,29,7,"superMega","",1,1,6,"15",0.7729834,"Butterfingers","Disciplined","","","","","","","","","","","","",4,3,"","7200000.00"
152,"Wild Pigs","Kendra","Kerr",1,3,6,8,28,32,,61,85,67,21,,,"superMega",1,1,1,"","49",79.33006,,,"","","","",1,1,"","","",1,1,"",4,3,"Disciplined","9200000.00"
153,"Wild Pigs","Earnie","Blings",2,,85,40,31,40,34,,,,29,12,11,"superMega","",1,"",9,"22",85.67699,"Little Hack","Scholarly","","","","","","","","","","","","",4,3,"Crafty","5200000.00"
154,"Wild Pigs","Donovan","Drake",1,2,6,12,15,23,,92,24,45,31,,,"superMega","",1,1,"","28",20.253339999999998,,,"","","","",1,"","",1,"","",1,"",4,3,"Spirited","4900000.00"
155,"Wild Pigs","Wally","Bacon",4,,59,36,96,58,25,,,,37,,,"superMega","",1,1,5,"60",23.19538,,,"","","","","","","","","","","","",4,3,"Spirited","5500000.00"
156,"Wild Pigs","Roberto","Alba",5,,53,51,58,43,45,,,,36,32,6,"superMega","",1,"",10,"5",6.185194,"Clutch","Spirited","","","","","","","","","","","","",4,3,"Crafty","4800000.00"
157,"Hot Corners","Sirloin","Jones",1,4,17,5,48,29,,87,61,59,37,21,7,"superMega","",1,1,"","45",88.64308,"Crossed Up","Scholarly","","","","",1,1,"",1,"","","","",1,2,"","7000000.00"
158,"Wild Pigs","Flash","Evans",9,,90,30,98,49,29,,,,30,37,6,"superMega","",1,1,2,"16",16.43471,"Dive Wizard","Spirited","","","","","","","","","","","","",4,3,"Scholarly","6900000.00"
159,"Wild Pigs","Wiff","Smesson",1,1,2,39,13,44,,47,65,53,31,6,6,"superMega","",1,"","","33",15.54022,"Composed","Disciplined","Elite FK","Scholarly","","",1,1,"",1,1,1,"","",2,1,"Scholarly","7300000.00"
160,"Wild Pigs","Alana","Lantana",1,3,4,14,29,7,,62,94,94,29,7,6,"superMega",1,"","","","43",78.27516,"K Collector","Competitive","","","","",1,"","","","","",1,1,"",2,"Disciplined","13700000.00"
161,"Hot Corners","Terrok","Smith",1,1,11,13,28,48,,43,25,62,19,22,14,"superMega","",1,1,"","38",71.43471,"Elite 4F","Scholarly","","","","",1,"","",1,"",1,"",1,3,1,"Disciplined","4000000.00"
162,"Overdogs","Dick","Burger",5,,97,16,65,36,42,,,,29,38,6,"superMega","",1,1,"","11",7.777886,"Sign Stealer","Crafty","","","","","","","","","","","","",4,3,"Crafty","4900000.00"
163,"Sand Cats","Marsha","Brown",9,,82,76,87,58,52,,,,22,4,6,"superMega",1,"","",11,"49",74.77175,"Tough Out","Competitive","","","","","","","","","","","","",4,3,"Crafty","13300000.00"
164,"Overdogs","Guy","Gold",7,,62,92,51,25,44,,,,29,,,"superMega","",1,"",2,"25",75.91336,,,"","","","","","","","","","","","",4,3,"","7800000.00"
165,"Overdogs","Chasey","Kim",1,1,17,6,50,39,,92,44,47,35,33,25,"superMega","",1,2,"","44",15.0211,"Consistent","Disciplined","","","","",1,1,"","",1,"",1,"",2,1,"Scholarly","7700000.00"
166,"Overdogs","Rhonda","Horne",5,,94,69,83,46,45,,,,29,4,7,"superMega",1,1,"",3,"20",87.49598,"Whiffer","Competitive","","","","","","","","","","","","",4,3,"Scholarly","10500000.00"
167,"Overdogs","Kasha","Emyn",6,,64,77,86,67,44,,,,35,2,6,"superMega",1,1,1,4,"39",85.53674,"RBI Hero","Spirited","","","","","","","","","","","","",4,3,"","10300000.00"
168,"Overdogs","Robbin","Yew",7,,62,51,78,83,32,,,,38,8,6,"superMega","",1,"",9,"3",82.47693,"Stealer","Crafty","Magic Hands","Disciplined","","","","","","","","","","",4,3,"","6900000.00"
169,"Overdogs","Anton","Goodwood",2,,69,64,79,43,63,,,,31,26,7,"superMega","",1,2,3,"15",23.265409999999996,"Slow Poke","Competitive","","","","","","","","","","","","",4,3,"Disciplined","9800000.00"
170,"Overdogs","Casper","Stern",9,,50,54,48,68,74,,,,28,3,3,"superMega","","",1,12,"22",5.591051,"Low Pitch","Disciplined","Mind Gamer","Crafty","","","","","","","","","","",4,3,"","6100000.00"
171,"Overdogs","Larry","La'Joy",1,1,3,4,30,32,,45,77,62,31,22,20,"superMega","","",1,"","35",69.0033,"Elite SB","Scholarly","","","","",1,"",1,"","",1,1,"",3,3,"Scholarly","8000000.00"
172,"Overdogs","David","Diggler",1,3,26,25,28,86,,87,64,30,29,6,7,"superMega","",1,1,"","27",1.96098,"BB Prone","Disciplined","","","","",1,1,"","","",1,"","",2,3,"Spirited","6100000.00"
173,"Overdogs","Rocket","Ramon",1,3,25,17,70,48,,74,69,25,27,22,14,"superMega","",1,1,"","45",6.342641,"Elite 4F","Scholarly","Meltdown","Spirited","","",1,"","",1,"","",1,"",4,2,"Spirited","5900000.00"
174,"Overdogs","Samuel","Perez",2,,73,43,55,70,36,,,,31,15,6,"superMega","",1,1,"","12",80.77175,"Pinch perfect","Disciplined","","","","","","","","","","","","",4,3,"Crafty","5500000.00"
175,"Overdogs","Elroy","Action",4,,37,89,98,38,37,,,,21,14,6,"superMega","",1,1,6,"23",18.81684,"First Pitch Slayer","Competitive","","","","","","","","","","","","",4,3,"Spirited","8600000.00"
176,"Overdogs","Doug","Nerdwerd",1,3,11,31,18,71,,54,68,32,37,22,17,"superMega","",1,"","","46",78.73692,"Elite CB","Scholarly","","","","",1,1,"",1,"",1,1,"","",3,"Spirited","5400000.00"
177,"Overdogs","Raphael","Gonzolo",3,,65,38,85,43,20,,,,28,1,0,"superMega","","","",7,"10",12.668099999999999,"CON vs RHP","Spirited","","","","","","","","","","","","",4,3,"Scholarly","5800000.00"
178,"Overdogs","Yvette","Victorino",8,,58,37,80,59,55,,,,32,,,"superMega",1,"",1,11,"28",21.71445,,,"","","","","","","","","","","","",4,3,"Crafty","5200000.00"
179,"Overdogs","Carrie","Wayward",1,1,3,34,62,85,,18,46,52,29,,,"superMega",1,1,"","","24",2.303319,,,"","","","","","","",1,"",1,1,1,"",2,"Crafty","3200000.00"
180,"Overdogs","Brawn","Thunderchump",1,3,4,5,21,73,,53,82,68,27,32,7,"superMega","","","","","31",73.08816,"Choker","Spirited","","","","",1,"","",1,"",1,"","",4,2,"Scholarly","7600000.00"
181,"Herbisaurs","Olaff","Slakov",1,1,33,4,13,62,,83,20,72,36,22,14,"superMega","",1,"","","34",73.19608,"Elite 4F","Scholarly","Volatile","Disciplined","","",1,"","",1,1,"",1,"",4,3,"Disciplined","7500000.00"
182,"Herbisaurs","Tussker","Fuss",1,1,11,34,52,38,,68,44,75,29,39,7,"superMega","",1,1,"","39",88.96098,"Meltdown","Spirited","","","","",1,1,"",1,"",1,"","","",1,"Disciplined","7900000.00"
183,"Herbisaurs","Chilli","Little",9,,73,29,47,49,69,,,,21,17,6,"superMega","","","",11,"19",27.85164,"Mind Gamer","Crafty","","","","","","","","","","","","",4,3,"","5400000.00"
184,"Herbisaurs","Dick","Lukas",1,1,6,34,63,73,,46,73,66,21,19,6,"superMega","",1,1,"","37",10.78365,"Gets Ahead","Scholarly","","","","",1,"","",1,1,1,1,"",3,2,"Spirited","9600000.00"
185,"Herbisaurs","Fiona","Clark",2,,41,25,54,82,99,,,,24,0,1,"superMega",1,1,1,"","20",17.00329,"POW vs LHP","Spirited","","","","","","","","","","","","",4,3,"Scholarly","4500000.00"
186,"Herbisaurs","Annabella","Stokes",4,,22,70,92,98,66,,,,22,37,6,"superMega",1,1,1,6,"29",72.26541,"Dive Wizard","Spirited","","","","","","","","","","","","",4,3,"","7700000.00"
187,"Sand Cats","Dolf","Steak",8,,42,68,87,87,88,,,,27,1,0,"superMega","","","",12,"38",19.19608,"CON vs RHP","Spirited","","","","","","","","","","","","",4,3,"","11500000.00"
188,"Herbisaurs","Milo","Stewart",6,,26,68,73,97,96,,,,29,13,6,"superMega","",1,1,4,"23",18.47692,"Rally Starter","Spirited","","","","","","","","","","","","",4,3,"","7500000.00"
189,"Herbisaurs","Grunt","Manly",3,,65,77,66,69,69,,,,32,2,6,"superMega","",1,"",5,"21",23.021099999999997,"RBI Hero","Spirited","","","","","","","","","","","","",4,3,"","9700000.00"
190,"Herbisaurs","Ralph","Blue",6,,77,54,42,60,60,,,,31,2,7,"superMega","",1,1,13,"65",85.73692,"RBI Zero","Spirited","Little Hack","Scholarly","","","","","","","","","","",4,3,"Disciplined","6100000.00"
191,"Herbisaurs","Henry","Hampster",5,,62,64,88,80,86,,,,30,12,10,"superMega","",1,1,3,"10",78.34264,"Big Hack","Scholarly","","","","","","","","","","","","",4,3,"Crafty","8900000.00"
192,"Herbisaurs","Leonar","Ramiro",1,3,4,24,93,95,,72,35,30,37,20,7,"superMega","",1,1,"","24",81.84962999999999,"Surrounded","Spirited","","","","",1,1,"","","",1,"",1,2,1,"","3800000.00"
193,"Herbisaurs","Elrick","Rippin",1,4,13,3,6,50,,82,8,36,38,7,7,"superMega","",1,"","","69",24.01807,"K Neglecter","Competitive","Rally Stopper","Spirited","","",1,"","","","","",1,"",1,3,"Scholarly","2300000.00"
194,"Herbisaurs","Nate","Hanky",2,,49,64,34,38,54,,,,31,38,6,"superMega","",1,"",3,"11",77.53674,"Sign Stealer","Crafty","","","","","","","","","","","","",4,3,"Crafty","5200000.00"
195,"Herbisaurs","Morton","Stanberg",7,,60,64,86,72,85,,,,28,3,2,"superMega","","","",11,"27",26.59105,"High Pitch","Disciplined","Cannon Arm","Competitive","","","","","","","","","","",4,3,"Spirited","11700000.00"
196,"Herbisaurs","Omar","Chombo",1,3,5,5,25,46,,63,25,21,19,32,7,"superMega","",1,1,"","50",79.49598,"Choker","Spirited","","","","",1,1,"","","",1,"","",4,2,"","2000000.00"
197,"Herbisaurs","Juan","Rojas",9,,60,57,71,84,87,,,,31,29,6,"superMega","",1,1,2,"47",1.088158,"Magic Hands","Disciplined","","","","","","","","","","","","",4,3,"Spirited","7800000.00"
198,"Herbisaurs","Stevo","Reeves",7,,12,88,74,56,65,,,,29,15,6,"superMega","",1,1,3,"26",86.6681,"Pinch perfect","Disciplined","","","","","","","","","","","","",4,3,"Spirited","4900000.00"
199,"Herbisaurs","Gem","Qualita",1,1,19,74,33,94,,72,57,78,32,6,6,"superMega",1,1,1,"","31",14.883419999999997,"Composed","Disciplined","Easy Jumps","Crafty","","",1,1,"","","",1,1,1,1,3,"Scholarly","11500000.00"
200,"Hot Corners","Grump","Everbright",1,3,8,16,14,75,,39,66,52,38,22,20,"superMega","","","","","44",80.73634,"Elite SB","Scholarly","","","","",1,"",1,"","",1,"","","",2,"Scholarly","5000000.00"
201,"Beewolves","Hurley","Bender",1,1,12,8,23,67,,73,99,86,23,22,17,"superMega","",1,"","","50",25.99349,"Elite CB","Scholarly","","","","",1,1,"","","",1,1,1,"",2,"Disciplined","18700000.00"
202,"Beewolves","Steve","Monstur",2,,69,45,56,52,53,,,,32,14,6,"superMega","",1,"",3,"48",14.32878,"First Pitch Slayer","Competitive","","","","","","","","","","","","",4,3,"Crafty","6900000.00"
203,"Beewolves","Bevis","Ortiz",1,1,4,7,65,70,,63,66,63,28,22,21,"superMega","",1,"","","43",11.67699,"Elite FK","Scholarly","","","","",1,"","","",1,1,1,"",3,3,"Spirited","9400000.00"
204,"Beewolves","Gina","Torrens",4,,25,87,91,80,20,,,,36,0,0,"superMega",1,1,"",6,"28",18.95912,"POW vs RHP","Spirited","Butterfingers","Disciplined","","","","","","","","","","",4,3,"Crafty","9000000.00"
205,"Beewolves","Johnson","Swanson",2,,62,43,72,73,70,,,,31,12,11,"superMega","",1,1,"","18",21.33006,"Little Hack","Scholarly","","","","","","","","","","","","",4,3,"Spirited","6900000.00"
206,"Hot Corners","Yolanda","Cooper",1,1,7,34,19,50,,74,49,92,21,19,7,"superMega",1,"",1,"","46",28.95912,"Falls Behind","Scholarly","","","","",1,"","",1,"","",1,1,2,1,"","9900000.00"
207,"Heaters","Buscha","Digman",6,,75,17,49,77,74,,,,31,1,1,"superMega",1,1,1,5,"29",2.328777,"CON vs LHP","Spirited","","","","","","","","","","","","",4,3,"Crafty","4600000.00"
208,"Beewolves","Buster","Bigs",7,,74,68,77,44,40,,,,31,27,7,"superMega","",1,"",2,"39",9.64308,"Base Jogger","Disciplined","","","","","","","","","","","","",4,3,"Scholarly","8300000.00"
209,"Beewolves","Magic","Moore",8,,56,40,87,61,69,,,,22,,,"superMega","","",2,11,"27",86.25333,,,"","","","","","","","","","","","",4,3,"Spirited","7600000.00"
210,"Beewolves","Poke","Foster",9,,25,76,24,68,66,,,,24,40,6,"superMega","",1,1,11,"26",19.70479,"Bunter","Scholarly","","","","","","","","","","","","",4,3,"Spirited","3600000.00"
211,"Beewolves","Billy","LeBoink",9,,56,74,28,73,97,,,,32,,,"superMega","",1,1,7,"12",27.540219999999998,,,"","","","","","","","","","","","",4,3,"","5600000.00"
212,"Jacks","Kisha","Musharra",1,3,12,12,41,58,,68,13,32,26,22,19,"superMega",1,1,1,"","32",82.0033,"Elite CH","Scholarly","","","","",1,1,"",1,"","","","",3,2,"Spirited","2600000.00"
213,"Beewolves","Smack","Avery",1,4,3,4,19,80,,72,36,40,20,7,6,"superMega","","","","","45",12.434709999999999,"K Collector","Competitive","","","","",1,"","","","",1,"","","",1,"Disciplined","3700000.00"
214,"Beewolves","Freddie","Knox",4,,23,81,95,43,56,,,,38,11,6,"superMega","",1,1,"","24",77.68163,"Bad Ball Hitter","Crafty","","","","","","","","","","","","",4,3,"Spirited","6600000.00"
215,"Beewolves","Ruby","Greene",3,,63,69,54,18,51,,,,26,17,6,"superMega",1,1,"",5,"11",84.05115,"Mind Gamer","Crafty","","","","","","","","","","","","",4,3,"Spirited","7000000.00"
216,"Beewolves","Benson","Rushmore",1,3,25,8,8,39,,62,59,31,26,,,"superMega","",1,1,"","44",8.997417,,,"","","","",1,1,"","","",1,1,"",4,3,"Crafty","4400000.00"
217,"Beewolves","Benny","Balmer",7,,32,40,58,89,84,,,,29,32,6,"superMega","","",2,11,"3",85.73634,"Clutch","Spirited","","","","","","","","","","","","",4,3,"Crafty","5100000.00"
218,"Beewolves","Bertha","Banks",5,,64,56,51,67,52,,,,29,12,10,"superMega",1,1,"",3,"16",28.30267,"Big Hack","Scholarly","Slow Poke","Competitive","","","","","","","","","","",4,3,"Scholarly","5800000.00"
219,"Beewolves","Fran","Gipani",1,1,2,38,35,98,,66,54,46,37,22,15,"superMega",1,1,1,"","40",70.44419,"Elite 2F","Scholarly","Volatile","Disciplined","","",1,1,"",1,"",1,1,"",4,2,"Disciplined","7400000.00"
220,"Beewolves","Tatts","Balfour",1,3,2,13,41,90,,49,64,40,37,6,7,"superMega","",1,1,"","36",72.77298,"BB Prone","Disciplined","","","","",1,"","","","",1,1,"",2,3,"Scholarly","4200000.00"
221,"Moose","Joeffrey","Rockman",1,1,6,3,10,65,,72,32,95,36,,,"superMega","","","","","44",77.27516,,,"","","","",1,1,"",1,"","",1,"","",2,"Disciplined","9100000.00"
222,"Moose","Rhiannon","Cannon",1,1,29,39,19,65,,83,49,70,32,22,14,"superMega",1,1,"","","30",88.0515,"Elite 4F","Scholarly","","","","",1,"","",1,"",1,1,1,1,3,"Crafty","11100000.00"
223,"Moose","Pedro","Nixon",2,,83,54,14,33,52,,,,28,,,"superMega","",1,2,9,"27",72.70479,,,"","","","","","","","","","","","",4,3,"","6100000.00"
224,"Moose","Heronimus","Jackson",8,,89,59,62,60,49,,,,31,3,5,"superMega","","",1,11,"23",3.681623,"Outside Pitch","Disciplined","","","","","","","","","","","","",4,3,"Spirited","9500000.00"
225,"Moose","Sancha","Silvio",1,1,7,3,9,76,,68,42,89,21,31,7,"superMega",1,1,1,"","45",87.99348,"Wild Thing","Spirited","","","","",1,"","",1,1,1,"","",3,1,"Scholarly","8400000.00"
226,"Moose","Roman","Rhoades",2,,64,27,35,72,61,,,,31,4,6,"superMega","",1,2,3,"21",73.77298,"Tough Out","Competitive","","","","","","","","","","","","",4,3,"Disciplined","5500000.00"
227,"Moose","Perry","Quaker",3,,88,60,40,31,44,,,,31,32,6,"superMega","",1,1,"","25",18.05115,"Clutch","Spirited","","","","","","","","","","","","",4,3,"Crafty","6100000.00"
228,"Moose","Fred","Bobbit",4,,52,86,38,51,41,,,,31,26,6,"superMega","",1,"",6,"63",78.38247,"Sprinter","Competitive","","","","","","","","","","","","",4,3,"Spirited","6900000.00"
229,"Heaters","Bubbles","Garcia",7,,78,47,37,47,45,,,,26,17,7,"superMega","","","",9,"11",80.25332999999999,"Easy Target","Crafty","","","","","","","","","","","","",4,3,"Crafty","4300000.00"
230,"Moose","Nacho","Crisp",6,,70,53,61,69,69,,,,27,28,6,"superMega","",1,"",4,"12",9.434711,"Distractor","Crafty","","","","","","","","","","","","",4,3,"Crafty","8300000.00"
231,"Moose","Rip","Dingers",5,,97,50,40,42,90,,,,25,0,1,"superMega","",1,1,6,"90",82.76181,"POW vs LHP","Spirited","Low Pitch","Disciplined","","","","","","","","","","",4,3,"Disciplined","8400000.00"
232,"Jacks","Ellain","Munstar",1,3,15,5,11,35,,90,39,73,23,,,"superMega",1,1,"","","3",70.47693,,,"","","","",1,1,"","","",1,"","",2,3,"Spirited","7700000.00"
233,"Moose","Klaus","D'Gayme",1,4,28,7,15,42,,75,84,56,30,20,6,"superMega","",1,1,"","49",85.88504,"Rally Stopper","Spirited","","","","",1,"","","","",1,"","",4,2,"Spirited","7800000.00"
234,"Moose","Irene","Fast",9,,84,43,93,48,66,,,,38,14,7,"superMega",1,1,1,2,"20",16.19538,"First Pitch Prayer","Competitive","Base Rounder","Disciplined","","","","","","","","","","",4,3,"","7500000.00"
235,"Moose","Wiggles","Freeman",6,,33,61,45,50,56,,,,28,,,"superMega","",1,"",5,"39",17.18519,,,"","","","","","","","","","","","",4,3,"Crafty","4000000.00"
236,"Moose","Carla","Tolbert",1,3,4,2,8,43,,65,76,43,29,7,7,"superMega",1,1,1,"","42",27.64308,"K Neglecter","Competitive","","","","",1,"","",1,"","",1,1,2,3,"Scholarly","5900000.00"
237,"Moose","Stallion","Johnson",7,,50,55,87,32,44,,,,21,10,9,"superMega","","","",11,"31",6.997417,"Off-speed Hitter","Disciplined","","","","","","","","","","","","",4,3,"Disciplined","7300000.00"
238,"Sand Cats","Winston","Draper",4,,68,35,52,79,33,,,,38,17,7,"superMega","",1,"",5,"18",81.30331999999999,"Easy Target","Crafty","","","","","","","","","","","","",4,3,"Spirited","4800000.00"
